EmployeeID,Year,PerformanceRating,GoalsAchieved,ReviewerNotes
1631,2026,2,74%,Needs improvement in deadlines and upskilling.
1633,2024,2,75%,Needs improvement in deadlines and upskilling.
1633,2025,3,85%,Consistent delivery with focus on key deliverables.
1633,2026,3,87%,Consistent delivery with focus on key deliverables.
1635,2024,3,94%,Consistent delivery with focus on key deliverables.
1635,2025,3,95%,Consistent delivery with focus on key deliverables.
1635,2026,3,73%,Consistent delivery with focus on key deliverables.
1638,2024,3,74%,Consistent delivery with focus on key deliverables.
1638,2025,2,74%,Needs improvement in deadlines and upskilling.
1638,2026,3,87%,Consistent delivery with focus on key deliverables.
1639,2024,3,89%,Consistent delivery with focus on key deliverables.
1639,2025,4,71%,Consistent delivery with focus on key deliverables.
1639,2026,3,92%,Consistent delivery with focus on key deliverables.
1640,2024,4,82%,Consistent delivery with focus on key deliverables.
1640,2025,2,86%,Needs improvement in deadlines and upskilling.
1640,2026,2,95%,Needs improvement in deadlines and upskilling.
1641,2024,3,96%,Consistent delivery with focus on key deliverables.
1641,2025,2,95%,Needs improvement in deadlines and upskilling.
1641,2026,3,83%,Consistent delivery with focus on key deliverables.
1642,2024,2,83%,Needs improvement in deadlines and upskilling.
1642,2025,4,74%,Consistent delivery with focus on key deliverables.
1642,2026,2,73%,Needs improvement in deadlines and upskilling.
1644,2024,4,98%,Consistent delivery with focus on key deliverables.
1644,2025,3,82%,Consistent delivery with focus on key deliverables.
1644,2026,5,87%,Consistent delivery with focus on key deliverables.
1645,2024,4,87%,Consistent delivery with focus on key deliverables.
1645,2025,3,92%,Consistent delivery with focus on key deliverables.
1645,2026,4,89%,Consistent delivery with focus on key deliverables.
1646,2024,2,89%,Needs improvement in deadlines and upskilling.
1646,2025,3,87%,Consistent delivery with focus on key deliverables.
1646,2026,4,96%,Consistent delivery with focus on key deliverables.
1647,2024,3,82%,Consistent delivery with focus on key deliverables.
1647,2025,2,71%,Needs improvement in deadlines and upskilling.
1647,2026,4,83%,Consistent delivery with focus on key deliverables.
1648,2024,3,93%,Consistent delivery with focus on key deliverables.
1648,2025,3,99%,Consistent delivery with focus on key deliverables.
1648,2026,3,70%,Consistent delivery with focus on key deliverables.
1649,2024,3,98%,Consistent delivery with focus on key deliverables.
1649,2025,2,78%,Needs improvement in deadlines and upskilling.
1649,2026,3,71%,Consistent delivery with focus on key deliverables.
1650,2024,4,73%,Consistent delivery with focus on key deliverables.
1650,2025,2,86%,Needs improvement in deadlines and upskilling.
1650,2026,3,92%,Consistent delivery with focus on key deliverables.
1651,2024,3,73%,Consistent delivery with focus on key deliverables.
1651,2025,4,71%,Consistent delivery with focus on key deliverables.
1651,2026,2,92%,Needs improvement in deadlines and upskilling.
1653,2024,3,85%,Consistent delivery with focus on key deliverables.
1653,2025,3,83%,Consistent delivery with focus on key deliverables.
1653,2026,4,81%,Consistent delivery with focus on key deliverables.
1654,2024,4,88%,Consistent delivery with focus on key deliverables.
1654,2025,5,72%,Consistent delivery with focus on key deliverables.
1654,2026,4,80%,Consistent delivery with focus on key deliverables.
1655,2024,4,86%,Consistent delivery with focus on key deliverables.
1655,2025,2,76%,Needs improvement in deadlines and upskilling.
1655,2026,2,88%,Needs improvement in deadlines and upskilling.
1656,2024,2,90%,Needs improvement in deadlines and upskilling.
1656,2025,3,88%,Consistent delivery with focus on key deliverables.
1656,2026,2,86%,Needs improvement in deadlines and upskilling.
1657,2024,3,78%,Consistent delivery with focus on key deliverables.
1657,2025,3,74%,Consistent delivery with focus on key deliverables.
1657,2026,3,71%,Consistent delivery with focus on key deliverables.
1658,2024,4,84%,Consistent delivery with focus on key deliverables.
1658,2025,4,88%,Consistent delivery with focus on key deliverables.
1658,2026,2,92%,Needs improvement in deadlines and upskilling.
1659,2024,4,88%,Consistent delivery with focus on key deliverables.
1659,2025,4,84%,Consistent delivery with focus on key deliverables.
1659,2026,2,70%,Needs improvement in deadlines and upskilling.
1661,2024,3,96%,Consistent delivery with focus on key deliverables.
1661,2025,2,76%,Needs improvement in deadlines and upskilling.
1661,2026,3,98%,Consistent delivery with focus on key deliverables.
1662,2024,2,85%,Needs improvement in deadlines and upskilling.
1662,2025,4,83%,Consistent delivery with focus on key deliverables.
1662,2026,3,71%,Consistent delivery with focus on key deliverables.
1664,2024,4,97%,Consistent delivery with focus on key deliverables.
1664,2025,4,77%,Consistent delivery with focus on key deliverables.
1664,2026,3,94%,Consistent delivery with focus on key deliverables.
1665,2024,4,85%,Consistent delivery with focus on key deliverables.
1665,2025,4,73%,Consistent delivery with focus on key deliverables.
1665,2026,5,97%,Consistent delivery with focus on key deliverables.
1666,2024,3,73%,Consistent delivery with focus on key deliverables.
1666,2025,4,94%,Consistent delivery with focus on key deliverables.
1666,2026,3,70%,Consistent delivery with focus on key deliverables.
1667,2024,5,87%,Consistent delivery with focus on key deliverables.
1667,2025,5,89%,Consistent delivery with focus on key deliverables.
1667,2026,4,77%,Consistent delivery with focus on key deliverables.
1668,2024,3,87%,Consistent delivery with focus on key deliverables.
1668,2025,3,72%,Consistent delivery with focus on key deliverables.
1668,2026,2,90%,Needs improvement in deadlines and upskilling.
1669,2024,3,81%,Consistent delivery with focus on key deliverables.
1669,2025,3,77%,Consistent delivery with focus on key deliverables.
1669,2026,3,74%,Consistent delivery with focus on key deliverables.
1670,2024,2,94%,Needs improvement in deadlines and upskilling.
1670,2025,3,80%,Consistent delivery with focus on key deliverables.
1670,2026,4,92%,Consistent delivery with focus on key deliverables.
1671,2024,4,85%,Consistent delivery with focus on key deliverables.
1671,2025,4,92%,Consistent delivery with focus on key deliverables.
1671,2026,2,79%,Needs improvement in deadlines and upskilling.
1673,2024,3,78%,Consistent delivery with focus on key deliverables.
1673,2025,3,89%,Consistent delivery with focus on key deliverables.
1673,2026,3,80%,Consistent delivery with focus on key deliverables.
1674,2024,2,86%,Needs improvement in deadlines and upskilling.
1674,2025,2,94%,Needs improvement in deadlines and upskilling.
1674,2026,3,85%,Consistent delivery with focus on key deliverables.
1675,2024,5,73%,Consistent delivery with focus on key deliverables.
1675,2025,4,93%,Consistent delivery with focus on key deliverables.
1675,2026,4,84%,Consistent delivery with focus on key deliverables.
1676,2024,3,89%,Consistent delivery with focus on key deliverables.
1676,2025,2,88%,Needs improvement in deadlines and upskilling.
1676,2026,4,85%,Consistent delivery with focus on key deliverables.
1677,2024,4,88%,Consistent delivery with focus on key deliverables.
1677,2025,2,86%,Needs improvement in deadlines and upskilling.
1677,2026,2,73%,Needs improvement in deadlines and upskilling.
1678,2024,3,73%,Consistent delivery with focus on key deliverables.
1678,2025,2,72%,Needs improvement in deadlines and upskilling.
1678,2026,3,91%,Consistent delivery with focus on key deliverables.
1680,2024,4,87%,Consistent delivery with focus on key deliverables.
1680,2025,2,89%,Needs improvement in deadlines and upskilling.
1680,2026,4,74%,Consistent delivery with focus on key deliverables.
1681,2024,3,78%,Consistent delivery with focus on key deliverables.
1681,2025,4,92%,Consistent delivery with focus on key deliverables.
1681,2026,4,96%,Consistent delivery with focus on key deliverables.
1682,2024,4,84%,Consistent delivery with focus on key deliverables.
1682,2025,2,83%,Needs improvement in deadlines and upskilling.
1682,2026,2,93%,Needs improvement in deadlines and upskilling.
1683,2024,3,95%,Consistent delivery with focus on key deliverables.
1683,2025,2,87%,Needs improvement in deadlines and upskilling.
1683,2026,2,97%,Needs improvement in deadlines and upskilling.
1684,2024,2,85%,Needs improvement in deadlines and upskilling.
1684,2025,3,85%,Consistent delivery with focus on key deliverables.
1684,2026,4,93%,Consistent delivery with focus on key deliverables.
1687,2024,3,88%,Consistent delivery with focus on key deliverables.
1687,2025,3,98%,Consistent delivery with focus on key deliverables.
1687,2026,2,87%,Needs improvement in deadlines and upskilling.
1689,2024,3,77%,Consistent delivery with focus on key deliverables.
1689,2025,3,90%,Consistent delivery with focus on key deliverables.
1689,2026,3,88%,Consistent delivery with focus on key deliverables.
1691,2024,2,94%,Needs improvement in deadlines and upskilling.
1691,2025,4,72%,Consistent delivery with focus on key deliverables.
1691,2026,4,84%,Consistent delivery with focus on key deliverables.
1692,2024,3,92%,Consistent delivery with focus on key deliverables.
1692,2025,4,85%,Consistent delivery with focus on key deliverables.
1692,2026,2,88%,Needs improvement in deadlines and upskilling.
1693,2024,4,75%,Consistent delivery with focus on key deliverables.
1693,2025,3,81%,Consistent delivery with focus on key deliverables.
1693,2026,4,78%,Consistent delivery with focus on key deliverables.
1694,2024,3,98%,Consistent delivery with focus on key deliverables.
1694,2025,3,92%,Consistent delivery with focus on key deliverables.
1694,2026,3,83%,Consistent delivery with focus on key deliverables.
1696,2024,3,93%,Consistent delivery with focus on key deliverables.
1696,2025,2,74%,Needs improvement in deadlines and upskilling.
1696,2026,2,73%,Needs improvement in deadlines and upskilling.
1697,2024,3,91%,Consistent delivery with focus on key deliverables.
1697,2025,3,97%,Consistent delivery with focus on key deliverables.
1697,2026,5,82%,Consistent delivery with focus on key deliverables.
1698,2024,4,93%,Consistent delivery with focus on key deliverables.
1698,2025,2,85%,Needs improvement in deadlines and upskilling.
1698,2026,4,94%,Consistent delivery with focus on key deliverables.
1700,2024,3,99%,Consistent delivery with focus on key deliverables.
1700,2025,4,72%,Consistent delivery with focus on key deliverables.
1700,2026,3,98%,Consistent delivery with focus on key deliverables.
1701,2024,2,99%,Needs improvement in deadlines and upskilling.
1701,2025,3,90%,Consistent delivery with focus on key deliverables.
1701,2026,3,96%,Consistent delivery with focus on key deliverables.
1702,2024,5,89%,Consistent delivery with focus on key deliverables.
1702,2025,4,99%,Consistent delivery with focus on key deliverables.
1702,2026,3,70%,Consistent delivery with focus on key deliverables.
1703,2024,3,77%,Consistent delivery with focus on key deliverables.
1703,2025,4,79%,Consistent delivery with focus on key deliverables.
1703,2026,3,85%,Consistent delivery with focus on key deliverables.
1704,2024,3,73%,Consistent delivery with focus on key deliverables.
1704,2025,3,98%,Consistent delivery with focus on key deliverables.
1704,2026,2,72%,Needs improvement in deadlines and upskilling.
1706,2024,3,77%,Consistent delivery with focus on key deliverables.
1706,2025,3,76%,Consistent delivery with focus on key deliverables.
1706,2026,2,77%,Needs improvement in deadlines and upskilling.
1707,2024,2,93%,Needs improvement in deadlines and upskilling.
1707,2025,3,95%,Consistent delivery with focus on key deliverables.
1707,2026,2,96%,Needs improvement in deadlines and upskilling.
1708,2024,2,80%,Needs improvement in deadlines and upskilling.
1708,2025,3,98%,Consistent delivery with focus on key deliverables.
1708,2026,2,83%,Needs improvement in deadlines and upskilling.
1709,2024,2,87%,Needs improvement in deadlines and upskilling.
1709,2025,3,93%,Consistent delivery with focus on key deliverables.
1709,2026,3,94%,Consistent delivery with focus on key deliverables.
1710,2024,3,97%,Consistent delivery with focus on key deliverables.
1710,2025,2,74%,Needs improvement in deadlines and upskilling.
1710,2026,4,84%,Consistent delivery with focus on key deliverables.
1712,2024,4,97%,Consistent delivery with focus on key deliverables.
1712,2025,5,70%,Consistent delivery with focus on key deliverables.
1712,2026,4,93%,Consistent delivery with focus on key deliverables.
1714,2024,3,81%,Consistent delivery with focus on key deliverables.
1714,2025,3,82%,Consistent delivery with focus on key deliverables.
1714,2026,4,76%,Consistent delivery with focus on key deliverables.
1716,2024,2,70%,Needs improvement in deadlines and upskilling.
1716,2025,2,93%,Needs improvement in deadlines and upskilling.
1716,2026,2,98%,Needs improvement in deadlines and upskilling.
1718,2024,3,90%,Consistent delivery with focus on key deliverables.
1718,2025,4,99%,Consistent delivery with focus on key deliverables.
1718,2026,2,94%,Needs improvement in deadlines and upskilling.
1719,2024,4,90%,Consistent delivery with focus on key deliverables.
1719,2025,3,99%,Consistent delivery with focus on key deliverables.
1719,2026,3,97%,Consistent delivery with focus on key deliverables.
1720,2024,4,99%,Consistent delivery with focus on key deliverables.
1720,2025,3,96%,Consistent delivery with focus on key deliverables.
1720,2026,2,96%,Needs improvement in deadlines and upskilling.
1721,2024,3,99%,Consistent delivery with focus on key deliverables.
1721,2025,3,71%,Consistent delivery with focus on key deliverables.
1721,2026,3,91%,Consistent delivery with focus on key deliverables.
1722,2024,3,75%,Consistent delivery with focus on key deliverables.
1722,2025,3,98%,Consistent delivery with focus on key deliverables.
1722,2026,2,86%,Needs improvement in deadlines and upskilling.
1724,2024,3,82%,Consistent delivery with focus on key deliverables.
1724,2025,2,92%,Needs improvement in deadlines and upskilling.
1724,2026,3,80%,Consistent delivery with focus on key deliverables.
1725,2024,3,97%,Consistent delivery with focus on key deliverables.
1725,2025,4,89%,Consistent delivery with focus on key deliverables.
1725,2026,3,82%,Consistent delivery with focus on key deliverables.
1727,2024,4,80%,Consistent delivery with focus on key deliverables.
1727,2025,4,88%,Consistent delivery with focus on key deliverables.
1727,2026,3,97%,Consistent delivery with focus on key deliverables.
1728,2024,3,90%,Consistent delivery with focus on key deliverables.
1728,2025,3,76%,Consistent delivery with focus on key deliverables.
1728,2026,2,90%,Needs improvement in deadlines and upskilling.
1729,2024,3,89%,Consistent delivery with focus on key deliverables.
1729,2025,2,91%,Needs improvement in deadlines and upskilling.
1729,2026,2,91%,Needs improvement in deadlines and upskilling.
1731,2024,3,83%,Consistent delivery with focus on key deliverables.
1731,2025,3,86%,Consistent delivery with focus on key deliverables.
1731,2026,4,80%,Consistent delivery with focus on key deliverables.
1732,2024,3,99%,Consistent delivery with focus on key deliverables.
1732,2025,3,82%,Consistent delivery with focus on key deliverables.
1732,2026,3,88%,Consistent delivery with focus on key deliverables.
1733,2024,3,71%,Consistent delivery with focus on key deliverables.
1733,2025,3,83%,Consistent delivery with focus on key deliverables.
1733,2026,4,85%,Consistent delivery with focus on key deliverables.
1734,2024,3,70%,Consistent delivery with focus on key deliverables.
1734,2025,2,71%,Needs improvement in deadlines and upskilling.
1734,2026,2,94%,Needs improvement in deadlines and upskilling.
1735,2024,3,87%,Consistent delivery with focus on key deliverables.
1735,2025,2,89%,Needs improvement in deadlines and upskilling.
1735,2026,3,87%,Consistent delivery with focus on key deliverables.
1736,2024,4,77%,Consistent delivery with focus on key deliverables.
1736,2025,3,77%,Consistent delivery with focus on key deliverables.
1736,2026,4,87%,Consistent delivery with focus on key deliverables.
1737,2024,3,80%,Consistent delivery with focus on key deliverables.
1737,2025,3,80%,Consistent delivery with focus on key deliverables.
1737,2026,3,77%,Consistent delivery with focus on key deliverables.
1739,2024,3,77%,Consistent delivery with focus on key deliverables.
1739,2025,3,70%,Consistent delivery with focus on key deliverables.
1739,2026,3,89%,Consistent delivery with focus on key deliverables.
1740,2024,3,90%,Consistent delivery with focus on key deliverables.
1740,2025,4,85%,Consistent delivery with focus on key deliverables.
1740,2026,3,85%,Consistent delivery with focus on key deliverables.
1744,2024,4,86%,Consistent delivery with focus on key deliverables.
1744,2025,5,97%,Consistent delivery with focus on key deliverables.
1744,2026,5,78%,Consistent delivery with focus on key deliverables.
1745,2024,3,88%,Consistent delivery with focus on key deliverables.
1745,2025,2,98%,Needs improvement in deadlines and upskilling.
1745,2026,2,87%,Needs improvement in deadlines and upskilling.
1746,2024,3,95%,Consistent delivery with focus on key deliverables.
1746,2025,3,75%,Consistent delivery with focus on key deliverables.
1746,2026,4,72%,Consistent delivery with focus on key deliverables.
1747,2024,3,75%,Consistent delivery with focus on key deliverables.
1747,2025,3,87%,Consistent delivery with focus on key deliverables.
1747,2026,4,93%,Consistent delivery with focus on key deliverables.
1749,2024,2,70%,Needs improvement in deadlines and upskilling.
1749,2025,3,83%,Consistent delivery with focus on key deliverables.
1749,2026,2,94%,Needs improvement in deadlines and upskilling.
1751,2024,2,82%,Needs improvement in deadlines and upskilling.
1751,2025,2,75%,Needs improvement in deadlines and upskilling.
1751,2026,3,94%,Consistent delivery with focus on key deliverables.
1752,2024,3,74%,Consistent delivery with focus on key deliverables.
1752,2025,2,90%,Needs improvement in deadlines and upskilling.
1752,2026,3,83%,Consistent delivery with focus on key deliverables.
1753,2024,4,71%,Consistent delivery with focus on key deliverables.
1753,2025,3,98%,Consistent delivery with focus on key deliverables.
1753,2026,2,79%,Needs improvement in deadlines and upskilling.
1754,2024,3,88%,Consistent delivery with focus on key deliverables.
1754,2025,2,98%,Needs improvement in deadlines and upskilling.
1754,2026,3,99%,Consistent delivery with focus on key deliverables.
1755,2024,3,98%,Consistent delivery with focus on key deliverables.
1755,2025,3,78%,Consistent delivery with focus on key deliverables.
1755,2026,3,92%,Consistent delivery with focus on key deliverables.
1756,2024,4,83%,Consistent delivery with focus on key deliverables.
1756,2025,4,93%,Consistent delivery with focus on key deliverables.
1756,2026,4,86%,Consistent delivery with focus on key deliverables.
1757,2024,4,94%,Consistent delivery with focus on key deliverables.
1757,2025,3,99%,Consistent delivery with focus on key deliverables.
1757,2026,2,94%,Needs improvement in deadlines and upskilling.
1758,2024,4,96%,Consistent delivery with focus on key deliverables.
1758,2025,4,82%,Consistent delivery with focus on key deliverables.
1758,2026,4,83%,Consistent delivery with focus on key deliverables.
1760,2024,3,85%,Consistent delivery with focus on key deliverables.
1760,2025,4,90%,Consistent delivery with focus on key deliverables.
1760,2026,4,84%,Consistent delivery with focus on key deliverables.
1761,2024,3,94%,Consistent delivery with focus on key deliverables.
1761,2025,3,91%,Consistent delivery with focus on key deliverables.
1761,2026,3,81%,Consistent delivery with focus on key deliverables.
1762,2024,3,97%,Consistent delivery with focus on key deliverables.
1762,2025,3,74%,Consistent delivery with focus on key deliverables.
1762,2026,4,77%,Consistent delivery with focus on key deliverables.
1763,2024,3,75%,Consistent delivery with focus on key deliverables.
1763,2025,4,85%,Consistent delivery with focus on key deliverables.
1763,2026,4,81%,Consistent delivery with focus on key deliverables.
1764,2024,3,82%,Consistent delivery with focus on key deliverables.
1764,2025,3,77%,Consistent delivery with focus on key deliverables.
1764,2026,4,98%,Consistent delivery with focus on key deliverables.
1766,2024,3,92%,Consistent delivery with focus on key deliverables.
1766,2025,2,82%,Needs improvement in deadlines and upskilling.
1766,2026,2,82%,Needs improvement in deadlines and upskilling.
1767,2024,4,97%,Consistent delivery with focus on key deliverables.
1767,2025,2,76%,Needs improvement in deadlines and upskilling.
1767,2026,2,83%,Needs improvement in deadlines and upskilling.
1768,2024,3,86%,Consistent delivery with focus on key deliverables.
1768,2025,4,85%,Consistent delivery with focus on key deliverables.
1768,2026,4,98%,Consistent delivery with focus on key deliverables.
1770,2024,2,71%,Needs improvement in deadlines and upskilling.
1770,2025,3,95%,Consistent delivery with focus on key deliverables.
1770,2026,2,97%,Needs improvement in deadlines and upskilling.
1771,2024,4,72%,Consistent delivery with focus on key deliverables.
1771,2025,2,75%,Needs improvement in deadlines and upskilling.
1771,2026,2,95%,Needs improvement in deadlines and upskilling.
1772,2024,4,76%,Consistent delivery with focus on key deliverables.
1772,2025,4,96%,Consistent delivery with focus on key deliverables.
1772,2026,5,96%,Consistent delivery with focus on key deliverables.
1774,2024,3,72%,Consistent delivery with focus on key deliverables.
1774,2025,4,84%,Consistent delivery with focus on key deliverables.
1774,2026,3,75%,Consistent delivery with focus on key deliverables.
1775,2024,4,99%,Consistent delivery with focus on key deliverables.
1775,2025,4,85%,Consistent delivery with focus on key deliverables.
1775,2026,4,80%,Consistent delivery with focus on key deliverables.
1778,2024,2,77%,Needs improvement in deadlines and upskilling.
1778,2025,2,92%,Needs improvement in deadlines and upskilling.
1778,2026,3,79%,Consistent delivery with focus on key deliverables.
1779,2024,3,72%,Consistent delivery with focus on key deliverables.
1779,2025,3,83%,Consistent delivery with focus on key deliverables.
1779,2026,3,90%,Consistent delivery with focus on key deliverables.
1780,2024,4,90%,Consistent delivery with focus on key deliverables.
1780,2025,2,82%,Needs improvement in deadlines and upskilling.
1780,2026,2,95%,Needs improvement in deadlines and upskilling.
1782,2024,2,81%,Needs improvement in deadlines and upskilling.
1782,2025,3,74%,Consistent delivery with focus on key deliverables.
1782,2026,3,82%,Consistent delivery with focus on key deliverables.
1783,2024,2,93%,Needs improvement in deadlines and upskilling.
1783,2025,3,83%,Consistent delivery with focus on key deliverables.
1783,2026,3,98%,Consistent delivery with focus on key deliverables.
1784,2024,2,81%,Needs improvement in deadlines and upskilling.
1784,2025,3,85%,Consistent delivery with focus on key deliverables.
1784,2026,3,78%,Consistent delivery with focus on key deliverables.
1786,2024,2,99%,Needs improvement in deadlines and upskilling.
1786,2025,4,85%,Consistent delivery with focus on key deliverables.
1786,2026,3,98%,Consistent delivery with focus on key deliverables.
1787,2024,3,81%,Consistent delivery with focus on key deliverables.
1787,2025,3,78%,Consistent delivery with focus on key deliverables.
1787,2026,3,79%,Consistent delivery with focus on key deliverables.
1789,2024,3,71%,Consistent delivery with focus on key deliverables.
1789,2025,4,89%,Consistent delivery with focus on key deliverables.
1789,2026,3,87%,Consistent delivery with focus on key deliverables.
1790,2024,4,76%,Consistent delivery with focus on key deliverables.
1790,2025,3,83%,Consistent delivery with focus on key deliverables.
1790,2026,4,76%,Consistent delivery with focus on key deliverables.
1792,2024,2,98%,Needs improvement in deadlines and upskilling.
1792,2025,4,97%,Consistent delivery with focus on key deliverables.
1792,2026,2,72%,Needs improvement in deadlines and upskilling.
1794,2024,3,72%,Consistent delivery with focus on key deliverables.
1794,2025,4,73%,Consistent delivery with focus on key deliverables.
1794,2026,3,92%,Consistent delivery with focus on key deliverables.
1797,2024,3,92%,Consistent delivery with focus on key deliverables.
1797,2025,3,74%,Consistent delivery with focus on key deliverables.
1797,2026,3,85%,Consistent delivery with focus on key deliverables.
1798,2024,4,93%,Consistent delivery with focus on key deliverables.
1798,2025,2,95%,Needs improvement in deadlines and upskilling.
1798,2026,4,97%,Consistent delivery with focus on key deliverables.
1799,2024,3,94%,Consistent delivery with focus on key deliverables.
1799,2025,3,75%,Consistent delivery with focus on key deliverables.
1799,2026,3,92%,Consistent delivery with focus on key deliverables.
1800,2024,4,91%,Consistent delivery with focus on key deliverables.
1800,2025,4,96%,Consistent delivery with focus on key deliverables.
1800,2026,3,70%,Consistent delivery with focus on key deliverables.
1801,2024,2,76%,Needs improvement in deadlines and upskilling.
1801,2025,4,70%,Consistent delivery with focus on key deliverables.
1801,2026,3,82%,Consistent delivery with focus on key deliverables.
1802,2024,4,73%,Consistent delivery with focus on key deliverables.
1802,2025,2,76%,Needs improvement in deadlines and upskilling.
1802,2026,3,75%,Consistent delivery with focus on key deliverables.
1803,2024,2,80%,Needs improvement in deadlines and upskilling.
1803,2025,3,78%,Consistent delivery with focus on key deliverables.
1803,2026,3,91%,Consistent delivery with focus on key deliverables.
1804,2024,3,76%,Consistent delivery with focus on key deliverables.
1804,2025,2,92%,Needs improvement in deadlines and upskilling.
1804,2026,3,88%,Consistent delivery with focus on key deliverables.
1805,2024,3,70%,Consistent delivery with focus on key deliverables.
1805,2025,3,85%,Consistent delivery with focus on key deliverables.
1805,2026,2,92%,Needs improvement in deadlines and upskilling.
1807,2024,3,88%,Consistent delivery with focus on key deliverables.
1807,2025,3,85%,Consistent delivery with focus on key deliverables.
1807,2026,2,72%,Needs improvement in deadlines and upskilling.
1809,2024,3,82%,Consistent delivery with focus on key deliverables.
1809,2025,3,76%,Consistent delivery with focus on key deliverables.
1809,2026,3,95%,Consistent delivery with focus on key deliverables.
1812,2024,3,92%,Consistent delivery with focus on key deliverables.
1812,2025,3,86%,Consistent delivery with focus on key deliverables.
1812,2026,2,95%,Needs improvement in deadlines and upskilling.
1813,2024,3,71%,Consistent delivery with focus on key deliverables.
1813,2025,2,99%,Needs improvement in deadlines and upskilling.
1813,2026,4,99%,Consistent delivery with focus on key deliverables.
1814,2024,3,95%,Consistent delivery with focus on key deliverables.
1814,2025,3,80%,Consistent delivery with focus on key deliverables.
1814,2026,4,92%,Consistent delivery with focus on key deliverables.
1815,2024,2,85%,Needs improvement in deadlines and upskilling.
1815,2025,4,72%,Consistent delivery with focus on key deliverables.
1815,2026,3,70%,Consistent delivery with focus on key deliverables.
1816,2024,2,85%,Needs improvement in deadlines and upskilling.
1816,2025,2,97%,Needs improvement in deadlines and upskilling.
1816,2026,4,70%,Consistent delivery with focus on key deliverables.
1818,2024,4,99%,Consistent delivery with focus on key deliverables.
1818,2025,4,83%,Consistent delivery with focus on key deliverables.
1818,2026,3,79%,Consistent delivery with focus on key deliverables.
1821,2024,3,75%,Consistent delivery with focus on key deliverables.
1821,2025,3,88%,Consistent delivery with focus on key deliverables.
1821,2026,4,85%,Consistent delivery with focus on key deliverables.
1822,2024,3,80%,Consistent delivery with focus on key deliverables.
1822,2025,3,90%,Consistent delivery with focus on key deliverables.
1822,2026,3,83%,Consistent delivery with focus on key deliverables.
1823,2024,4,96%,Consistent delivery with focus on key deliverables.
1823,2025,4,81%,Consistent delivery with focus on key deliverables.
1823,2026,5,89%,Consistent delivery with focus on key deliverables.
1824,2024,4,74%,Consistent delivery with focus on key deliverables.
1824,2025,3,80%,Consistent delivery with focus on key deliverables.
1824,2026,4,79%,Consistent delivery with focus on key deliverables.
1826,2024,2,84%,Needs improvement in deadlines and upskilling.
1826,2025,4,82%,Consistent delivery with focus on key deliverables.
1826,2026,3,71%,Consistent delivery with focus on key deliverables.
1827,2024,3,82%,Consistent delivery with focus on key deliverables.
1827,2025,4,94%,Consistent delivery with focus on key deliverables.
1827,2026,3,73%,Consistent delivery with focus on key deliverables.
1829,2024,3,97%,Consistent delivery with focus on key deliverables.
1829,2025,4,84%,Consistent delivery with focus on key deliverables.
1829,2026,2,71%,Needs improvement in deadlines and upskilling.
1830,2024,4,85%,Consistent delivery with focus on key deliverables.
1830,2025,3,90%,Consistent delivery with focus on key deliverables.
1830,2026,3,86%,Consistent delivery with focus on key deliverables.
1833,2024,4,73%,Consistent delivery with focus on key deliverables.
1833,2025,3,82%,Consistent delivery with focus on key deliverables.
1833,2026,3,86%,Consistent delivery with focus on key deliverables.
1834,2024,3,78%,Consistent delivery with focus on key deliverables.
1834,2025,3,87%,Consistent delivery with focus on key deliverables.
1834,2026,4,83%,Consistent delivery with focus on key deliverables.
1835,2024,4,89%,Consistent delivery with focus on key deliverables.
1835,2025,4,71%,Consistent delivery with focus on key deliverables.
1835,2026,5,96%,Consistent delivery with focus on key deliverables.
1836,2024,2,75%,Needs improvement in deadlines and upskilling.
1836,2025,3,91%,Consistent delivery with focus on key deliverables.
1836,2026,4,95%,Consistent delivery with focus on key deliverables.
1837,2024,3,73%,Consistent delivery with focus on key deliverables.
1837,2025,4,90%,Consistent delivery with focus on key deliverables.
1837,2026,4,72%,Consistent delivery with focus on key deliverables.
1839,2024,2,88%,Needs improvement in deadlines and upskilling.
1839,2025,3,90%,Consistent delivery with focus on key deliverables.
1839,2026,2,83%,Needs improvement in deadlines and upskilling.
1842,2024,3,91%,Consistent delivery with focus on key deliverables.
1842,2025,4,85%,Consistent delivery with focus on key deliverables.
1842,2026,3,98%,Consistent delivery with focus on key deliverables.
1844,2024,4,86%,Consistent delivery with focus on key deliverables.
1844,2025,3,98%,Consistent delivery with focus on key deliverables.
1844,2026,3,82%,Consistent delivery with focus on key deliverables.
1845,2024,3,82%,Consistent delivery with focus on key deliverables.
1845,2025,4,83%,Consistent delivery with focus on key deliverables.
1845,2026,4,85%,Consistent delivery with focus on key deliverables.
1847,2024,3,89%,Consistent delivery with focus on key deliverables.
1847,2025,5,90%,Consistent delivery with focus on key deliverables.
1847,2026,3,99%,Consistent delivery with focus on key deliverables.
1849,2024,5,85%,Consistent delivery with focus on key deliverables.
1849,2025,3,93%,Consistent delivery with focus on key deliverables.
1849,2026,4,70%,Consistent delivery with focus on key deliverables.
1850,2024,3,80%,Consistent delivery with focus on key deliverables.
1850,2025,3,95%,Consistent delivery with focus on key deliverables.
1850,2026,3,72%,Consistent delivery with focus on key deliverables.
1852,2024,3,93%,Consistent delivery with focus on key deliverables.
1852,2025,3,80%,Consistent delivery with focus on key deliverables.
1852,2026,2,71%,Needs improvement in deadlines and upskilling.
